x	y	Class
0.728577584405	0.527288320104	C2
0.726931097663	0.511680853457	C2
0.723087898417	0.521299844145	C2
0.733223387198	0.521753056614	C2
0.325630473214	0.501898086343	C2
0.330059074061	0.490615363771	C2
0.327002498035	0.479426360012	C2
0.335591148339	0.476196685684	C2
0.321279525128	0.464301750876	C2
0.334749778082	0.460710308698	C2
0.327376113077	0.448605499334	C2
0.327388454128	0.449086980585	C2
0.334235498221	0.472516341573	C2
0.334096926955	0.444007560044	C2
0.140539688969	0.39322050257	C1
0.141533118134	0.390757942185	C1
0.150068081307	0.417930197799	C1
0.140682171059	0.417892007055	C1
0.153699531492	0.480483227878	C1
0.157896929863	0.474908545922	C1
0.121921447466	0.421496476275	C1
0.126321308826	0.419031584234	C1
0.131543575975	0.455656561749	C1
0.135792998218	0.452720036876	C1
0.151686605631	0.497629883888	C1
0.163076255059	0.50553393462	C1
0.180671107438	0.547082436451	C1
0.187304284501	0.556899814839	C1
0.526172822132	0.40417519636	C1
0.531062345585	0.401280204393	C1
0.539840648064	0.42110399609	C1
0.526450450118	0.422051199068	C1
0.534337358404	0.463463561447	C1
0.518964022258	0.466228582101	C1
0.516616314531	0.455617071936	C1
0.523842064538	0.452626367999	C1
0.504833694979	0.47032057624	C1
0.504877604219	0.47736897643	C1
0.480614862211	0.527886264066	C1
0.484035842827	0.529029972628	C1
0.452946466797	0.571702138268	C1
0.459372095482	0.562823253115	C1
0.456006588445	0.561376032371	C1
0.455280153574	0.557004970751	C1
0.327753394316	0.626053948245	C1
0.320763801482	0.629768963326	C1
0.451866450237	0.576960488075	C1
0.43990238116	0.577068039962	C1
0.433425947774	0.592993741603	C1
0.43123412128	0.584502147027	C1
0.432191509803	0.590065016632	C1
0.4188118937	0.591098134351	C1
0.378160913754	0.615204340882	C1
0.383388135386	0.615225693225	C1
0.282995796217	0.617988345532	C1
0.287258317358	0.617017118942	C1
0.496854445818	0.266239332178	C2
0.50338974469	0.260100414181	C2
0.519857497795	0.254805575434	C2
0.527748919088	0.257944294701	C2
0.549117503519	0.257482702423	C2
0.552866612382	0.260617305847	C2
0.59084605938	0.262672213781	C2
0.580331836623	0.264608509894	C2
0.587264072918	0.256918819516	C2
0.599429662476	0.26430327108	C2
0.628990242763	0.284649388873	C2
0.630958309053	0.277177674571	C2
0.348784990216	0.394874151287	C2
0.352836672092	0.399006470234	C2
0.351342397549	0.398835995946	C2
0.34359192388	0.403765523739	C2
