x	y
0.374503278745	0.570056585391
0.384083708364	0.555994709132
0.375608224841	0.537786782883
0.39784435565	0.553986448446
0.380698176611	0.558610986331
0.378219003272	0.562512078654
0.392835595575	0.544451664207
0.401016192216	0.535846734389
0.405292789952	0.547777990802
0.387264159334	0.56247737069
0.399478338388	0.528561764269
0.41235051604	0.534486606818
0.402715550184	0.528587083283
0.383097406435	0.511278420266
0.418982260073	0.499518411753
0.404646036507	0.509559413473
0.404820136815	0.516308167262
0.408456451057	0.51397152211
0.411717283365	0.510316756898
0.406347687214	0.49739446079
0.402052281488	0.499724382432
0.400169832319	0.524149546126
0.416623259661	0.502867502027
0.422284200479	0.51627111996
0.423736848535	0.506193747191
0.41278924574	0.49348289796
0.421940048383	0.494529827312
0.429585382742	0.503601820826
0.408068321763	0.485195612014
0.40846301352	0.510030679787
0.42160645905	0.471513582374
0.415773529612	0.490318638287
0.42010799228	0.480741268803
0.406286564306	0.51073185849
0.41272020444	0.485650264086
0.442607146736	0.466774857124
0.427058278179	0.472501883917
0.417036998461	0.469324426624
0.42712957137	0.458784711553
0.421894633152	0.466120108582
0.429013594834	0.450204187648
0.431209382877	0.451247270973
0.425702977831	0.433314338571
0.422490126599	0.4529651971
0.434929906975	0.448612331523
0.439523858363	0.450114285228
0.41587729915	0.447203999158
0.423623491981	0.434998963022
0.421062884628	0.446502854334
0.424722554634	0.433042366289
0.432712304626	0.423036565887
0.421747001157	0.428507191576
0.428261104789	0.440754365111
0.417241941828	0.407901044429
0.42024839204	0.428073125185
0.424630137297	0.434035869028
0.431584702733	0.41613394287
0.433562726998	0.453500523723
0.444116946246	0.41041679631
0.428491748693	0.415593814792
0.444563956173	0.424133151129
0.431315530953	0.423367094811
0.430248453494	0.408934194762
0.414631060564	0.415620333021
0.429799313103	0.399046100525
0.432138746657	0.4031648954
0.446654699162	0.418477317339
0.442256945862	0.396220848546
0.433060873928	0.39419808007
0.433655045584	0.402519038091
0.43171975541	0.401018930419
0.424630995456	0.405842971238
0.445405283528	0.40429994853
0.430786313534	0.406803303729
0.442386656783	0.387502006879
0.416303195315	0.420405507298
0.439832704135	0.405762010822
0.447846181656	0.384345493072
0.437686786679	0.389905522281
0.454007947604	0.412638310195
0.440677675564	0.396620615311
0.42063020463	0.383388807273
0.430413541118	0.406396236871
0.449255701339	0.396101604911
0.434425826197	0.420678488216
0.452035207724	0.382147373595
0.436714248262	0.403347108435
0.450440952331	0.402381107794
0.417440904313	0.379832152591
0.458115145715	0.382101787949
0.439518257705	0.39456396815
0.446114840636	0.404938004322
0.438597392352	0.388532687736
0.438602948216	0.38673702215
0.44149907469	0.395253436776
0.441171065568	0.392723152572
0.423655028628	0.387670280915
0.416010413928	0.389677964938
0.424651294233	0.387644504904
0.42733465136	0.382924606136
0.446613915415	0.392987080076
0.448500701083	0.408746293393
0.445451644396	0.402703618448
0.430781654479	0.375267078246
0.431929005716	0.414972064189
0.434225283868	0.389321072836
0.439811460993	0.392824237219
0.449090426593	0.387246778367
0.444545577538	0.388672824273
0.433899865721	0.3706654485
0.442290750649	0.398162977742
0.440614571703	0.372458794887
0.43600280292	0.388121065608
0.445345593095	0.394938702481
