x	y	Class
0.609426792591	0.299930427768	C3
0.605685097303	0.289967091838	C3
0.604046057793	0.295243574934	C3
0.599774916621	0.306532478119	C3
0.600787024363	0.305757537837	C3
0.666916072356	0.37960461548	C3
0.670535623742	0.376088762703	C3
0.670155647099	0.376227168811	C3
0.630528666147	0.343666106266	C3
0.641154303139	0.351453901655	C3
0.637609110975	0.343158320666	C3
0.62466600504	0.325962744935	C3
0.635612833556	0.326201603286	C3
0.632332077526	0.322922863058	C3
0.629542431036	0.314557434109	C3
0.61470775183	0.316109086803	C3
0.61586131856	0.322062709425	C3
0.670675192308	0.374661086307	C3
0.668716581093	0.374820308698	C3
0.666054792703	0.359921932158	C3
0.682335414703	0.381297776632	C3
0.674468493549	0.383010304374	C3
0.68882911275	0.397442443419	C3
0.677418826927	0.424313374226	C3
0.695909284535	0.427663999094	C3
0.689314377643	0.425494711612	C3
0.69222914062	0.456194185505	C3
0.687773037571	0.449789636603	C3
0.697185533563	0.456158637222	C3
0.686439526023	0.466105356043	C3
0.685755989216	0.461586174467	C3
0.685408778354	0.46850265426	C3
0.683473722028	0.491959105974	C3
0.687552374955	0.50098759217	C3
0.697118548873	0.497589576559	C3
0.686451333567	0.526686097859	C3
0.690996206239	0.532842212396	C3
0.688797883435	0.516132357114	C3
0.685792152931	0.559169560417	C3
0.688367980889	0.559699011901	C3
0.684741654839	0.547763441782	C3
0.681289252773	0.580308169582	C3
0.66950738403	0.584922401889	C3
0.684932215007	0.588195895617	C3
0.668709708558	0.593711372497	C3
0.681608065941	0.601513825506	C3
0.669983315748	0.609905448303	C3
0.65241384987	0.642410782868	C3
0.651068895821	0.639985145114	C3
0.651714817911	0.640302573101	C3
0.629005175924	0.677659061448	C3
0.636692061197	0.678648679495	C3
0.633964046031	0.666135465631	C3
0.607438656139	0.701684559356	C3
0.605746991673	0.70143001848	C3
0.609210589334	0.690093802333	C3
0.601734566005	0.711888103003	C3
0.603500264032	0.699201176203	C3
0.597357960106	0.707079026253	C3
0.568623738432	0.720482035751	C3
0.566543946742	0.724380957085	C3
0.561122881941	0.721159469358	C3
0.568103980478	0.73154148546	C3
0.570628108712	0.721022252328	C3
0.571710747677	0.72447223857	C3
0.535048303784	0.735741685367	C3
0.533407842471	0.728672767925	C3
0.534786026123	0.729708312075	C3
0.467440690599	0.739158967991	C3
0.460976399011	0.741998048696	C3
0.464780493982	0.742094499241	C3
0.47824925541	0.74670102881	C3
0.487569184682	0.748406514257	C3
0.492332945771	0.74381045407	C3
0.484692372062	0.741395321913	C3
0.482882788397	0.761488697919	C3
0.487799856359	0.752461624155	C3
0.448393367054	0.755271171273	C3
0.451034404779	0.750280551642	C3
0.459561052634	0.755501853082	C3
0.405480771196	0.756207473982	C3
0.404225628165	0.759226241052	C3
0.410049319354	0.751944682328	C3
0.38404088675	0.755666542301	C3
0.38326253647	0.758862235838	C3
0.384449869292	0.745893012028	C3
0.361639179637	0.724218231199	C3
0.359051457195	0.734566044762	C3
0.357855502634	0.732135698502	C3
0.369561806468	0.733124405317	C3
0.360279702177	0.723416355461	C3
0.361285589002	0.731588051795	C3
0.316931683173	0.70551264958	C3
0.317207264073	0.704031621826	C3
0.315944981574	0.703112687909	C3
0.282674967561	0.689015477129	C3
0.293275692412	0.683667959404	C3
0.297493081961	0.69527500413	C3
0.279063396233	0.664221679037	C3
0.267278263394	0.676271373775	C3
0.274008884015	0.672530296993	C3
0.273693976542	0.673159239156	C3
0.279470095177	0.670089428626	C3
0.281602900705	0.666722327626	C3
0.276534671724	0.679152118084	C3
0.269721762893	0.675462069631	C3
0.271470669407	0.67249404088	C3
0.300631496668	0.695729676877	C3
0.280876997271	0.699738073522	C3
0.287737304089	0.680804598912	C3
0.329670512865	0.718575675091	C3
0.325813422511	0.713293054187	C3
0.32201598641	0.722474190918	C3
0.249597745869	0.491665624009	C3
0.246441682083	0.499061692575	C3
0.240074269481	0.498316213124	C3
0.247095177187	0.493901063955	C3
0.252480539961	0.497388627253	C3
0.23497401473	0.493537024262	C3
0.266870400908	0.378983009889	C3
0.266076123638	0.377956348799	C3
0.275488381395	0.378711797035	C3
0.261854683256	0.402113025898	C3
0.258015701587	0.405093300121	C3
0.261510536667	0.409269359418	C3
0.251267654253	0.412408086147	C3
0.263335434133	0.406678000337	C3
0.267339407192	0.39085447681	C3
0.355850595978	0.287991386462	C3
0.348418276112	0.286973512821	C3
0.355186094119	0.293097002373	C3
0.364455455503	0.275978649274	C3
0.306292885694	0.326635650841	C3
0.305803446811	0.325992677053	C3
0.302676364358	0.3320396328	C3
0.30471453295	0.321697078342	C3
0.399315156566	0.251937459797	C3
0.393018853914	0.259989781587	C3
0.433944724354	0.762210278483	C3
0.437222649119	0.760875321268	C3
0.509430291324	0.744083786626	C3
0.512213111189	0.748733688982	C3
0.514877467507	0.729669214118	C3
0.507787791973	0.744833274572	C3
0.582584336401	0.713334994615	C3
0.584062166144	0.708671829394	C3
0.584398151092	0.711262110859	C3
0.590180289149	0.716100630074	C3
0.244513233534	0.527819928494	C3
0.239471647852	0.532736270658	C3
0.665069175176	0.623314817921	C3
0.659634168164	0.639346284327	C3
0.660142642888	0.631403403144	C3
0.671690045986	0.628633475666	C3
0.651531046341	0.661436818658	C3
0.644123303156	0.663730398791	C3
0.639828501164	0.667386004439	C3
0.638848045323	0.651962149328	C3
